"d_nutr","d_cm","d_satt","d_educ","d_elct","d_sani","d_wtr","d_hsg","d_ckfl","d_asst","area","region","stratum","psu","weight","year","t"
0,0,0,0,0,0,0,1,0,0,"1","13",1302,1302005,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","20",2003,2003003,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"1","13",1304,1304003,1,2018.5,2
0,0,0,1,0,0,1,1,0,1,"0","1",105,105001,1,2018.5,2
0,0,0,1,1,0,0,0,1,0,"0","20",2002,2002004,1,2018.5,2
1,0,1,0,1,0,0,0,0,1,"1","5",502,502002,1,2018.5,2
0,0,1,1,0,0,0,0,0,1,"1","9",900,900004,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","12",1204,1204005,1,2018.5,2
0,0,0,1,0,0,1,1,0,0,"1","2",204,204000,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"1","10",1005,1005003,1,2018.5,2
0,0,1,0,1,0,0,1,0,0,"1","19",1904,1904000,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","2",204,204005,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","13",1302,1302003,1,2018.5,2
0,0,1,0,0,0,0,1,0,1,"1","12",1202,1202001,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","8",800,800003,1,2018.5,2
0,0,0,0,0,0,1,0,1,1,"1","17",1703,1703000,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"1","19",1903,1903003,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","17",1703,1703000,1,2018.5,2
0,0,0,0,1,0,0,1,0,1,"1","2",201,201004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","3",303,303004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","12",1203,1203003,1,2018.5,2
0,0,1,0,0,1,1,1,0,0,"1","7",702,702002,1,2018.5,2
0,0,0,0,0,0,1,0,1,1,"0","2",202,202002,1,2018.5,2
0,1,0,1,0,0,0,1,0,0,"0","16",1600,1600001,1,2018.5,2
0,0,0,1,0,1,0,0,0,0,"0","14",1402,1402002,1,2018.5,2
1,0,0,0,1,0,0,1,0,0,"1","19",1904,1904004,1,2018.5,2
1,0,0,0,0,0,0,1,0,1,"0","3",302,302002,1,2018.5,2
0,0,1,1,1,0,0,0,0,1,"1","17",1701,1701003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","20",2004,2004005,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","2",204,204004,1,2018.5,2
0,0,1,0,0,0,1,1,0,0,"0","16",1604,1604002,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","20",2003,2003004,1,2018.5,2
1,0,0,1,1,0,0,0,1,1,"1","18",1803,1803003,1,2018.5,2
0,0,0,0,0,0,1,0,1,0,"1","14",1401,1401000,1,2018.5,2
1,1,0,0,0,1,0,1,0,0,"0","14",1405,1405004,1,2018.5,2
1,0,0,0,0,1,0,0,0,1,"1","7",703,703005,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"0","11",1104,1104001,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","5",501,501000,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"0","6",605,605003,1,2018.5,2
0,0,1,1,0,0,1,0,0,1,"1","7",700,700002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","17",1701,1701000,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"0","9",901,901005,1,2018.5,2
1,0,0,0,0,0,0,0,1,0,"1","2",201,201001,1,2018.5,2
0,0,1,1,0,0,0,0,1,0,"0","6",602,602001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","6",603,603001,1,2018.5,2
0,0,1,1,1,0,0,0,0,0,"1","12",1203,1203004,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","8",804,804004,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"0","10",1005,1005004,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","11",1104,1104004,1,2018.5,2
1,0,0,0,0,0,1,0,0,0,"0","10",1003,1003003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","12",1205,1205005,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","2",200,200003,1,2018.5,2
0,0,1,0,1,0,1,1,0,0,"0","17",1703,1703001,1,2018.5,2
0,0,1,0,1,0,0,1,0,1,"1","18",1802,1802003,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","20",2004,2004005,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","12",1202,1202003,1,2018.5,2
0,0,1,1,1,1,1,1,1,0,"1","12",1201,1201004,1,2018.5,2
0,0,0,0,1,0,1,0,0,1,"0","7",705,705002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","5",504,504000,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"0","10",1001,1001005,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","11",1101,1101003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","16",1604,1604004,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"1","16",1603,1603002,1,2018.5,2
0,0,1,0,0,0,0,1,1,1,"1","15",1504,1504004,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"0","13",1301,1301005,1,2018.5,2
0,0,1,1,1,0,0,0,0,1,"1","5",503,503002,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"0","12",1203,1203001,1,2018.5,2
1,0,1,0,0,1,1,0,0,0,"0","15",1502,1502001,1,2018.5,2
0,0,0,1,0,1,0,0,0,0,"1","5",505,505003,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"0","4",400,400002,1,2018.5,2
1,0,1,0,1,0,0,1,1,1,"1","1",102,102001,1,2018.5,2
0,0,1,1,0,1,0,0,0,0,"1","10",1002,1002001,1,2018.5,2
1,0,1,1,0,0,1,0,0,0,"1","14",1401,1401004,1,2018.5,2
0,0,1,0,0,1,0,0,0,1,"1","14",1404,1404000,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","8",800,800002,1,2018.5,2
0,0,0,0,1,1,0,1,1,0,"1","2",200,200003,1,2018.5,2
0,0,1,1,0,0,0,1,0,0,"0","6",602,602001,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","18",1802,1802003,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","2",201,201002,1,2018.5,2
0,0,0,1,0,1,0,1,0,1,"0","5",504,504003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","11",1103,1103000,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","9",903,903001,1,2018.5,2
1,0,1,0,0,0,0,0,0,0,"1","17",1700,1700004,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"1","12",1205,1205004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","17",1700,1700003,1,2018.5,2
1,0,0,1,0,0,0,1,0,0,"1","12",1201,1201004,1,2018.5,2
0,0,1,0,1,0,1,1,0,0,"0","19",1901,1901001,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"1","15",1504,1504001,1,2018.5,2
0,0,0,0,1,0,0,1,0,1,"1","10",1000,1e+06,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"1","17",1703,1703005,1,2018.5,2
0,0,1,0,0,0,1,0,1,0,"1","20",2001,2001000,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","9",902,902002,1,2018.5,2
1,0,0,1,0,0,0,0,0,1,"1","4",404,404005,1,2018.5,2
0,0,0,0,1,1,0,1,0,0,"1","17",1700,1700002,1,2018.5,2
0,0,1,1,0,1,0,1,1,1,"1","11",1100,1100004,1,2018.5,2
1,0,1,0,1,1,0,1,0,0,"1","9",901,901002,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"1","3",301,301004,1,2018.5,2
1,0,0,0,0,0,1,1,1,0,"1","18",1800,1800004,1,2018.5,2
1,1,1,0,0,0,0,0,1,0,"1","15",1504,1504003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","13",1300,1300002,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"1","8",801,801001,1,2018.5,2
0,0,1,0,1,1,0,1,0,1,"1","12",1201,1201000,1,2018.5,2
0,0,0,1,0,0,1,1,0,0,"1","8",804,804004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","16",1600,1600004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","1",104,104000,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","10",1003,1003001,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","13",1302,1302005,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"1","3",302,302004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","3",303,303001,1,2018.5,2
1,0,1,0,0,0,0,1,0,1,"1","12",1202,1202004,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","2",202,202005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","19",1902,1902001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","12",1205,1205005,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","6",605,605004,1,2018.5,2
1,0,0,0,1,1,1,0,0,1,"1","8",804,804001,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"0","2",202,202000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","20",2004,2004001,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","3",305,305003,1,2018.5,2
0,0,1,0,1,0,0,1,0,0,"1","5",504,504003,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","1",105,105004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","15",1503,1503004,1,2018.5,2
0,0,1,1,1,0,0,0,1,0,"0","13",1302,1302005,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"1","5",502,502002,1,2018.5,2
1,0,0,0,1,1,0,0,0,0,"0","16",1601,1601005,1,2018.5,2
0,1,0,1,0,0,1,0,1,0,"0","1",102,102004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","8",803,803002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","18",1804,1804000,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"0","3",303,303003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","10",1004,1004005,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","12",1205,1205002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","13",1302,1302004,1,2018.5,2
1,0,0,0,1,1,0,0,0,0,"1","15",1500,1500005,1,2018.5,2
0,0,0,0,0,1,0,1,0,0,"1","15",1503,1503005,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","19",1900,1900002,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","4",402,402005,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","2",204,204002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","13",1300,1300003,1,2018.5,2
0,0,0,0,0,0,1,1,0,0,"0","18",1804,1804002,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","9",902,902002,1,2018.5,2
0,0,0,0,0,0,0,1,1,1,"0","13",1303,1303003,1,2018.5,2
0,0,0,0,1,1,0,0,1,0,"0","19",1903,1903002,1,2018.5,2
0,0,0,1,0,0,1,1,0,0,"1","1",101,101003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","15",1502,1502002,1,2018.5,2
0,0,1,0,0,0,1,1,0,0,"1","16",1601,1601003,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"0","18",1801,1801001,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","15",1500,1500003,1,2018.5,2
0,0,0,0,1,0,1,1,0,0,"1","3",301,301000,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"1","19",1902,1902001,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"0","5",500,500002,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"1","8",802,802005,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","8",803,803002,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","1",102,102004,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"1","3",302,302001,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","12",1203,1203001,1,2018.5,2
0,0,0,1,0,1,1,0,0,0,"1","16",1600,1600004,1,2018.5,2
0,0,0,1,0,1,0,0,1,0,"1","3",300,3e+05,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"0","8",803,803005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","2",203,203002,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","1",102,102000,1,2018.5,2
0,1,1,1,1,0,1,0,0,0,"1","11",1103,1103001,1,2018.5,2
1,0,0,0,1,1,0,1,0,0,"0","3",304,304004,1,2018.5,2
0,0,0,0,0,1,0,0,0,0,"1","15",1505,1505002,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"0","12",1200,1200003,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","4",403,403002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","9",903,903003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","11",1100,1100003,1,2018.5,2
0,0,0,0,1,1,1,0,0,0,"1","20",2000,2000001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","4",405,405004,1,2018.5,2
0,0,0,1,0,1,0,1,1,0,"1","9",900,900001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","11",1104,1104005,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"0","17",1702,1702003,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"1","18",1804,1804004,1,2018.5,2
0,1,1,0,0,0,0,0,0,0,"1","4",403,403001,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"0","7",704,704000,1,2018.5,2
1,0,1,0,1,0,0,1,0,0,"1","19",1903,1903002,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"0","7",700,700002,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","17",1702,1702002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","9",901,901001,1,2018.5,2
0,0,0,0,1,1,0,1,0,0,"1","19",1902,1902002,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","16",1601,1601004,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"0","7",701,701001,1,2018.5,2
0,1,0,1,0,0,0,0,0,0,"0","1",101,101000,1,2018.5,2
0,0,0,1,1,0,0,1,0,0,"0","16",1602,1602002,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","20",2004,2004005,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"1","3",304,304001,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","3",305,305002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","10",1003,1003001,1,2018.5,2
1,1,0,0,1,0,0,1,0,1,"0","13",1304,1304004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","20",2005,2005001,1,2018.5,2
1,0,0,0,1,0,1,0,0,0,"1","7",705,705001,1,2018.5,2
0,0,0,1,0,0,0,1,0,1,"0","19",1902,1902004,1,2018.5,2
0,0,1,0,1,1,1,0,0,0,"1","5",502,502003,1,2018.5,2
0,0,0,0,1,1,0,1,0,0,"0","13",1305,1305004,1,2018.5,2
0,0,0,1,0,0,0,1,0,1,"1","11",1105,1105001,1,2018.5,2
0,0,1,1,1,0,0,1,0,0,"0","15",1501,1501004,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","20",2000,2000001,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","20",2001,2001001,1,2018.5,2
0,0,0,1,0,0,0,0,1,1,"0","19",1902,1902004,1,2018.5,2
0,0,0,0,0,0,1,0,0,1,"0","18",1803,1803002,1,2018.5,2
0,0,0,1,0,1,1,0,1,0,"1","11",1101,1101005,1,2018.5,2
0,1,1,0,1,0,0,0,0,0,"1","11",1105,1105004,1,2018.5,2
0,0,1,1,0,0,1,1,0,1,"0","8",801,801003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","20",2005,2005000,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"1","14",1402,1402002,1,2018.5,2
0,0,1,0,0,1,0,0,0,0,"0","6",600,600002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","20",2000,2000003,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"1","16",1604,1604003,1,2018.5,2
1,0,0,0,1,0,0,1,0,0,"1","7",703,703001,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"0","18",1802,1802000,1,2018.5,2
1,0,0,0,1,1,0,1,0,0,"1","4",405,405005,1,2018.5,2
0,0,1,0,0,1,0,1,0,0,"1","9",902,902001,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"0","17",1703,1703001,1,2018.5,2
0,0,1,1,0,0,1,0,0,0,"1","4",400,4e+05,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","16",1600,1600000,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","13",1300,1300001,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","18",1800,1800002,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","6",604,604001,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"0","4",404,404001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","14",1402,1402000,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","5",500,500004,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","13",1302,1302002,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"0","13",1303,1303005,1,2018.5,2
0,0,0,0,0,0,1,1,1,0,"0","2",201,201004,1,2018.5,2
0,0,1,1,1,0,0,0,0,0,"0","3",302,302002,1,2018.5,2
0,0,0,0,1,1,0,0,0,1,"0","1",103,103004,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"0","12",1203,1203005,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"1","13",1303,1303004,1,2018.5,2
1,0,0,0,0,0,0,1,0,1,"0","10",1004,1004004,1,2018.5,2
0,0,0,0,0,0,0,1,1,0,"0","4",402,402004,1,2018.5,2
0,0,0,1,0,1,0,1,0,1,"1","4",403,403001,1,2018.5,2
1,0,0,0,0,0,1,1,0,0,"1","3",304,304002,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","5",505,505002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","4",401,401004,1,2018.5,2
0,0,1,0,1,0,0,0,0,1,"1","18",1802,1802005,1,2018.5,2
1,0,0,0,0,0,0,0,0,0,"1","4",404,404001,1,2018.5,2
0,0,0,1,0,0,1,0,0,0,"1","3",303,303003,1,2018.5,2
0,0,0,0,1,0,0,1,0,0,"1","5",501,501003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","18",1803,1803003,1,2018.5,2
1,0,0,1,0,0,0,1,0,0,"1","9",901,901001,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","10",1003,1003002,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"0","5",501,501000,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","8",800,800005,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"0","13",1300,1300000,1,2018.5,2
1,0,0,0,0,0,1,0,0,0,"1","16",1604,1604004,1,2018.5,2
0,0,0,0,0,0,0,1,0,1,"0","3",304,304004,1,2018.5,2
0,0,0,1,1,0,0,0,0,0,"1","4",403,403004,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"1","14",1403,1403003,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","15",1502,1502003,1,2018.5,2
0,0,0,0,1,0,0,0,0,1,"1","8",802,802002,1,2018.5,2
1,0,0,0,1,0,1,0,1,1,"0","12",1201,1201004,1,2018.5,2
1,0,0,0,0,0,0,1,0,0,"1","12",1201,1201003,1,2018.5,2
0,0,0,1,1,1,0,1,0,0,"0","13",1301,1301002,1,2018.5,2
0,0,1,0,0,1,1,1,0,0,"1","17",1704,1704000,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"0","10",1004,1004002,1,2018.5,2
0,1,0,0,0,0,0,1,1,0,"1","8",804,804000,1,2018.5,2
0,0,0,0,1,0,0,1,0,1,"0","14",1404,1404001,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"1","13",1303,1303004,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","1",100,100002,1,2018.5,2
0,0,1,0,0,1,0,1,0,0,"0","4",402,402001,1,2018.5,2
0,0,1,0,0,1,0,0,0,1,"1","17",1704,1704002,1,2018.5,2
0,0,1,0,0,0,0,1,0,0,"0","13",1301,1301005,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","16",1600,1600000,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","18",1805,1805005,1,2018.5,2
0,0,0,0,1,0,1,1,0,0,"1","1",102,102001,1,2018.5,2
0,0,1,0,1,0,1,1,0,1,"1","10",1004,1004002,1,2018.5,2
1,0,0,0,0,0,0,0,0,1,"0","6",604,604001,1,2018.5,2
1,0,0,1,0,0,0,1,0,0,"0","9",903,903002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","15",1503,1503003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","2",201,201002,1,2018.5,2
1,0,0,1,0,0,0,0,0,0,"1","18",1801,1801001,1,2018.5,2
1,0,0,0,1,1,0,0,0,0,"1","14",1402,1402004,1,2018.5,2
0,0,1,1,1,0,0,0,0,1,"0","17",1702,1702000,1,2018.5,2
0,0,1,1,0,1,0,0,1,0,"0","8",804,804005,1,2018.5,2
0,0,0,0,1,1,0,0,0,0,"0","13",1305,1305005,1,2018.5,2
0,0,0,1,0,1,0,0,1,0,"0","8",801,801005,1,2018.5,2
0,1,0,0,0,0,0,1,0,0,"1","14",1400,1400003,1,2018.5,2
0,0,1,0,1,1,0,1,0,0,"0","17",1703,1703004,1,2018.5,2
0,0,0,0,1,0,0,0,1,1,"0","14",1403,1403004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","15",1504,1504001,1,2018.5,2
1,0,1,1,1,0,0,1,0,0,"0","18",1803,1803004,1,2018.5,2
0,0,1,0,1,1,0,1,0,0,"0","16",1601,1601005,1,2018.5,2
0,0,1,0,0,0,0,1,0,1,"0","4",401,401002,1,2018.5,2
1,0,0,0,0,0,1,0,0,0,"1","20",2001,2001001,1,2018.5,2
0,0,1,0,1,0,0,0,0,0,"1","18",1800,1800002,1,2018.5,2
0,0,0,0,1,0,1,1,0,1,"1","6",604,604004,1,2018.5,2
0,0,0,0,1,1,0,0,1,0,"1","3",301,301003,1,2018.5,2
1,1,0,0,1,0,0,0,0,0,"0","16",1600,1600003,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","19",1903,1903002,1,2018.5,2
0,0,1,0,1,0,1,0,0,1,"0","6",604,604002,1,2018.5,2
1,0,1,1,1,0,0,0,0,0,"1","14",1401,1401005,1,2018.5,2
1,0,0,0,1,0,0,0,0,0,"0","6",600,600002,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","6",603,603004,1,2018.5,2
0,0,0,1,0,0,1,0,0,1,"0","17",1702,1702002,1,2018.5,2
0,0,1,0,1,0,0,1,0,1,"1","15",1504,1504003,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","16",1601,1601001,1,2018.5,2
1,0,1,0,1,0,0,0,1,1,"1","1",102,102002,1,2018.5,2
0,0,0,0,1,0,1,1,1,0,"0","16",1603,1603003,1,2018.5,2
1,0,1,1,1,1,1,0,0,0,"1","8",800,800004,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"0","13",1301,1301003,1,2018.5,2
0,0,0,1,0,0,0,1,0,0,"0","18",1804,1804001,1,2018.5,2
0,0,1,0,0,0,1,0,0,0,"1","19",1901,1901003,1,2018.5,2
0,0,1,1,0,0,1,1,0,0,"1","19",1905,1905002,1,2018.5,2
1,0,0,0,0,0,1,1,1,0,"0","17",1704,1704001,1,2018.5,2
0,0,0,1,1,0,1,0,0,1,"0","9",902,902004,1,2018.5,2
1,0,0,0,0,1,0,0,1,0,"1","19",1904,1904002,1,2018.5,2
0,0,0,1,0,0,0,0,0,0,"1","3",305,305004,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"1","15",1502,1502005,1,2018.5,2
1,0,1,1,1,0,0,1,0,0,"0","7",702,702000,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","5",504,504005,1,2018.5,2
0,0,1,0,0,0,0,0,0,0,"0","12",1201,1201001,1,2018.5,2
0,0,0,0,0,0,1,1,0,0,"1","14",1404,1404001,1,2018.5,2
0,0,1,1,0,0,0,0,0,0,"0","13",1304,1304004,1,2018.5,2
1,0,1,0,1,0,0,1,0,0,"1","14",1401,1401002,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","7",703,703004,1,2018.5,2
0,0,1,0,0,0,0,0,1,0,"0","6",601,601002,1,2018.5,2
1,0,0,0,0,1,0,1,0,0,"0","3",305,305003,1,2018.5,2
0,1,0,0,0,1,0,0,0,0,"0","3",300,3e+05,1,2018.5,2
0,0,0,0,1,0,1,1,0,0,"0","7",702,702003,1,2018.5,2
0,0,0,1,1,0,0,1,0,0,"1","20",2004,2004000,1,2018.5,2
0,0,0,0,0,0,0,0,0,1,"0","10",1002,1002002,1,2018.5,2
0,0,1,0,0,0,1,1,0,0,"0","14",1404,1404003,1,2018.5,2
0,0,1,1,0,1,1,1,0,0,"1","5",504,504002,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"1","20",2002,2002000,1,2018.5,2
0,0,0,0,0,0,1,1,0,1,"1","4",400,400005,1,2018.5,2
0,0,0,1,1,0,0,1,0,0,"1","6",602,602001,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"0","16",1604,1604001,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","7",703,703001,1,2018.5,2
0,0,1,1,1,0,0,0,0,1,"1","14",1401,1401005,1,2018.5,2
0,0,0,1,1,0,0,0,0,1,"1","2",201,201001,1,2018.5,2
0,0,0,0,1,0,1,0,0,0,"1","4",402,402003,1,2018.5,2
1,0,0,1,0,0,0,1,0,0,"0","10",1001,1001001,1,2018.5,2
0,0,1,0,1,0,1,0,0,0,"1","10",1004,1004004,1,2018.5,2
0,0,0,1,1,0,1,1,1,0,"0","6",601,601004,1,2018.5,2
0,0,1,0,1,0,0,1,0,1,"1","20",2001,2001004,1,2018.5,2
0,0,0,0,0,0,1,0,0,0,"0","19",1904,1904003,1,2018.5,2
0,0,0,1,0,0,0,0,1,0,"1","5",504,504005,1,2018.5,2
0,0,0,1,0,0,1,1,0,1,"1","10",1003,1003004,1,2018.5,2
0,0,0,0,1,0,0,0,0,0,"0","17",1704,1704003,1,2018.5,2
1,0,0,1,0,1,0,1,0,0,"1","20",2002,2002001,1,2018.5,2
0,0,0,0,0,0,0,0,1,0,"0","16",1603,1603002,1,2018.5,2
0,0,0,1,1,0,0,1,0,1,"1","7",704,704001,1,2018.5,2
0,0,1,1,0,1,0,0,0,0,"0","14",1404,1404005,1,2018.5,2
0,0,0,0,0,0,0,1,0,0,"1","15",1501,1501005,1,2018.5,2
0,0,0,0,0,0,0,0,0,0,"1","8",802,802003,1,2018.5,2
0,0,0,0,1,0,1,1,0,1,"1","1",102,102004,1,2018.5,2
0,0,1,0,0,0,0,0,0,1,"1","12",1205,1205001,1,2018.5,2
